Row ID,Order ID,Customer ID,Product ID,Product Name,Order Date,Ship Date,Ship Mode,Category,Customer Name,Segment,Sales,Quantity,Profit
1245,CA-2017-133641,EJ-14155,OFF-EN-10004955,Fashion Color Clasp Envelopes,14-May-17,21-May-17,Standard Class,Envelopes,Eva Jacobs,Consumer,48.69,9,23.8581
1388,US-2016-108504,PP-18955,OFF-EN-10003001,Ames Color-File Green Diamond Border X-ray Mailers,05-Feb-16,05-Feb-16,Same Day,Envelopes,Paul Prost,Home Office,167.96,2,78.9412
1402,CA-2016-159212,KM-16375,OFF-EN-10002230,Airmail Envelopes,01-Nov-16,05-Nov-16,Standard Class,Envelopes,Katherine Murray,Home Office,251.79,3,118.3413
1853,CA-2015-160472,RK-19300,OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",20-Jul-15,25-Jul-15,Second Class,Envelopes,Ralph Kennedy,Consumer,106.75,7,49.105
1990,CA-2015-127509,AS-10090,OFF-EN-10000781,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",09-Nov-15,13-Nov-15,Standard Class,Envelopes,Adam Shillingsburg,Consumer,26.22,3,12.3234
2188,CA-2017-143063,IL-15100,OFF-EN-10003134,Staple envelope,10-Aug-17,15-Aug-17,Standard Class,Envelopes,Ivan Liston,Consumer,70.08,6,35.04
2336,CA-2017-152695,CC-12220,OFF-EN-10004030,Convenience Packs of Business Envelopes,10-Dec-17,10-Dec-17,Same Day,Envelopes,Chris Cortes,Consumer,10.86,3,5.1042
2403,CA-2017-145877,AS-10090,OFF-EN-10001990,Staple envelope,01-Apr-17,04-Apr-17,Second Class,Envelopes,Adam Shillingsburg,Consumer,28.4,5,13.348
2435,CA-2015-154746,PJ-18835,OFF-EN-10001532,Brown Kraft Recycled Envelopes,14-Nov-15,17-Nov-15,First Class,Envelopes,Patrick Jones,Corporate,33.96,2,16.98
2445,CA-2016-146934,AF-10870,OFF-EN-10002973,Ampad #10 Peel & Seel Holiday Envelopes,22-May-16,27-May-16,Standard Class,Envelopes,Art Ferguson,Consumer,26.88,6,12.9024
2575,CA-2014-129091,RA-19885,OFF-EN-10004955,Fashion Color Clasp Envelopes,22-Nov-14,27-Nov-14,Standard Class,Envelopes,Ruben Ausman,Corporate,16.23,3,7.9527
2577,CA-2014-129091,RA-19885,OFF-EN-10001990,Staple envelope,22-Nov-14,27-Nov-14,Standard Class,Envelopes,Ruben Ausman,Corporate,11.36,2,5.3392
2595,CA-2017-149048,BM-11650,OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,13-May-17,17-May-17,Standard Class,Envelopes,Brian Moss,Corporate,180.96,2,81.432
2878,CA-2016-152072,Dp-13240,OFF-EN-10003040,Quality Park Security Envelopes,15-Jan-16,19-Jan-16,Standard Class,Envelopes,Dean percer,Home Office,52.34,2,24.5998
2912,CA-2014-113929,CK-12205,OFF-EN-10003286,Staple envelope,16-Jun-14,21-Jun-14,Standard Class,Envelopes,Chloris Kastensmidt,Consumer,41.4,5,19.458
2936,US-2016-169040,GT-14710,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,06-Dec-16,12-Dec-16,Standard Class,Envelopes,Greg Tran,Consumer,35.89,1,16.1505
3114,CA-2016-150350,MS-17770,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",23-Aug-16,30-Aug-16,Standard Class,Envelopes,Maxwell Schwartz,Consumer,135.9,5,63.873
3221,US-2015-137008,JP-15460,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,02-Oct-15,08-Oct-15,Standard Class,Envelopes,Jennifer Patt,Corporate,51.12,4,23.004
3696,CA-2016-142097,QJ-19255,OFF-EN-10002312,#10 Self-Seal White Envelopes,15-Oct-16,20-Oct-16,Standard Class,Envelopes,Quincy Jones,Corporate,66.54,6,32.6046
4216,CA-2014-103590,JL-15505,OFF-EN-10004007,Park Ridge Embossed Executive Business Envelopes,30-Nov-14,04-Dec-14,Standard Class,Envelopes,Jeremy Lonsdale,Consumer,62.28,4,29.2716
4379,CA-2015-140830,PS-18970,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",30-Nov-15,02-Dec-15,Second Class,Envelopes,Paul Stevenson,Home Office,17.48,2,8.2156
4380,CA-2015-140830,PS-18970,OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",30-Nov-15,02-Dec-15,Second Class,Envelopes,Paul Stevenson,Home Office,71.88,2,32.346
4400,CA-2016-131737,GZ-14470,OFF-EN-10003055,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",17-Mar-16,17-Mar-16,Same Day,Envelopes,Gary Zandusky,Consumer,199.9,5,89.955
4445,US-2014-147704,SR-20740,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",16-Nov-14,21-Nov-14,Standard Class,Envelopes,Steven Roelle,Home Office,78.35,5,36.8245
4543,CA-2017-113474,TM-21490,OFF-EN-10004206,Multimedia Mailers,30-Mar-17,31-Mar-17,First Class,Envelopes,Tony Molinari,Consumer,325.86,2,149.8956
4601,CA-2015-146948,MG-17890,OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",16-Jul-15,20-Jul-15,Standard Class,Envelopes,Michael Granlund,Home Office,137.25,9,63.135
4641,CA-2016-102162,JF-15565,OFF-EN-10002312,#10 Self-Seal White Envelopes,11-Sep-16,16-Sep-16,Standard Class,Envelopes,Jill Fjeld,Consumer,11.09,1,5.4341
4880,CA-2017-143567,TB-21175,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,02-Nov-17,05-Nov-17,Second Class,Envelopes,Thomas Boland,Corporate,5.32,2,2.6068
4896,CA-2016-135776,EH-13765,OFF-EN-10004773,Staple envelope,23-Dec-16,30-Dec-16,Standard Class,Envelopes,Edward Hooks,Corporate,61.96,2,30.3604
5071,CA-2014-124478,MA-17560,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,08-Aug-14,12-Aug-14,Standard Class,Envelopes,Matt Abelman,Home Office,38.34,3,17.253
5139,CA-2017-128335,JA-15970,OFF-EN-10001539,Staple envelope,29-Sep-17,05-Oct-17,Standard Class,Envelopes,Joseph Airdo,Consumer,23.34,3,10.9698
5197,CA-2014-159709,AI-10855,OFF-EN-10001434,"Strathmore #10 Envelopes, Ultimate White",10-May-14,15-May-14,Standard Class,Envelopes,Arianne Irving,Consumer,158.13,3,77.4837
5210,CA-2015-102015,TM-21010,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",12-Sep-15,18-Sep-15,Standard Class,Envelopes,Tamara Manning,Consumer,27.18,1,12.7746
5217,US-2017-159562,JB-16000,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",09-Sep-17,15-Sep-17,Standard Class,Envelopes,Joy Bell-,Consumer,17.48,2,8.2156
5340,CA-2015-146486,DV-13465,OFF-EN-10001509,Poly String Tie Envelopes,09-Nov-15,14-Nov-15,Second Class,Envelopes,Dianna Vittorini,Consumer,12.24,6,5.7528
5508,CA-2016-150000,PG-18820,OFF-EN-10002973,Ampad #10 Peel & Seel Holiday Envelopes,08-Apr-16,14-Apr-16,Standard Class,Envelopes,Patrick Gardner,Consumer,17.92,4,8.6016
5644,CA-2015-166604,AH-10690,OFF-EN-10004147,Wausau Papers Astrobrights Colored Envelopes,15-May-15,20-May-15,Second Class,Envelopes,Anna Häberlin,Corporate,17.94,3,8.7906
5718,CA-2015-124107,BM-11650,OFF-EN-10003286,Staple envelope,09-Oct-15,12-Oct-15,Second Class,Envelopes,Brian Moss,Corporate,57.96,7,27.2412
5949,CA-2017-161046,CB-12535,OFF-EN-10003862,Laser & Ink Jet Business Envelopes,05-Mar-17,05-Mar-17,Same Day,Envelopes,Claudia Bergmann,Corporate,42.68,4,19.6328
6158,CA-2016-104150,AG-10330,OFF-EN-10002504,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",03-Aug-16,05-Aug-16,Second Class,Envelopes,Alex Grayson,Consumer,81.54,3,38.3238
6178,CA-2015-158421,GB-14575,OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",21-Sep-15,26-Sep-15,Standard Class,Envelopes,Giulietta Baptist,Consumer,121.96,2,57.3212
6323,CA-2014-141299,RB-19795,OFF-EN-10004459,Security-Tint Envelopes,03-Jun-14,07-Jun-14,Second Class,Envelopes,Ross Baird,Home Office,15.28,2,7.4872
6390,CA-2015-147529,DK-12835,OFF-EN-10000056,Cameo Buff Policy Envelopes,07-Feb-15,11-Feb-15,Standard Class,Envelopes,Damala Kotsonis,Corporate,311.15,5,146.2405
6665,CA-2017-162173,OT-18730,OFF-EN-10002831,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",26-Oct-17,01-Nov-17,Standard Class,Envelopes,Olvera Toch,Consumer,251.58,7,113.211
6824,CA-2015-154291,YS-21880,OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",25-Jul-15,29-Jul-15,Standard Class,Envelopes,Yana Sorensen,Corporate,98.46,9,49.23
6857,US-2017-162670,MF-18250,OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",23-Dec-17,28-Dec-17,Second Class,Envelopes,Monica Federle,Corporate,182.94,3,85.9818
6924,CA-2015-134257,MS-17710,OFF-EN-10003845,Colored Envelopes,16-Mar-15,19-Mar-15,Second Class,Envelopes,Maurice Satty,Consumer,7.38,2,3.3948
6963,CA-2016-157161,JD-15895,OFF-EN-10001509,Poly String Tie Envelopes,16-Jul-16,20-Jul-16,Second Class,Envelopes,Jonathan Doherty,Corporate,10.2,5,4.794
7077,CA-2016-167416,JM-15580,OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",12-May-16,17-May-16,Standard Class,Envelopes,Jill Matthias,Consumer,54.9,5,26.901
7164,CA-2014-122070,AH-10030,OFF-EN-10004773,Staple envelope,22-Apr-14,24-Apr-14,Second Class,Envelopes,Aaron Hawkins,Corporate,247.84,8,121.4416
7505,CA-2016-158043,JK-15325,OFF-EN-10003134,Staple envelope,31-Jan-16,04-Feb-16,Second Class,Envelopes,Jason Klamczynski,Corporate,23.36,2,11.68
7639,CA-2017-104885,DB-13555,OFF-EN-10003286,Staple envelope,02-Mar-17,08-Mar-17,Standard Class,Envelopes,Dorothy Badders,Corporate,57.96,7,27.2412
7764,CA-2015-103093,FO-14305,OFF-EN-10003286,Staple envelope,03-Feb-15,07-Feb-15,Standard Class,Envelopes,Frank Olsen,Consumer,74.52,9,35.0244
7840,US-2014-137869,CV-12295,OFF-EN-10001509,Poly String Tie Envelopes,28-Mar-14,02-Apr-14,Standard Class,Envelopes,Christina VanderZanden,Consumer,6.12,3,2.8764
8296,CA-2016-166380,EB-13750,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",30-May-16,03-Jun-16,Standard Class,Envelopes,Edward Becker,Corporate,26.55,9,12.744
8301,CA-2015-109169,OT-18730,OFF-EN-10003296,Tyvek Side-Opening Peel & Seel Expanding Envelopes,20-Apr-15,24-Apr-15,Standard Class,Envelopes,Olvera Toch,Consumer,180.96,2,81.432
8591,CA-2017-126676,FH-14365,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,29-Sep-17,01-Oct-17,First Class,Envelopes,Fred Hopkins,Corporate,7.98,3,3.9102
8762,CA-2016-159891,BF-11170,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",31-Jan-16,06-Feb-16,Standard Class,Envelopes,Ben Ferrer,Home Office,125.36,8,58.9192
8818,CA-2015-144274,PW-19240,OFF-EN-10003286,Staple envelope,23-Nov-15,25-Nov-15,Second Class,Envelopes,Pierre Wener,Consumer,16.56,2,7.7832
9070,CA-2016-106278,BM-11140,OFF-EN-10003567,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",02-Sep-16,05-Sep-16,Second Class,Envelopes,Becky Martin,Consumer,65.94,3,30.9918
9073,CA-2016-142524,MB-18085,OFF-EN-10003286,Staple envelope,04-Sep-16,08-Sep-16,Standard Class,Envelopes,Mick Brown,Consumer,16.56,2,7.7832
9111,CA-2014-132010,MA-17995,OFF-EN-10003160,Pastel Pink Envelopes,13-Oct-14,15-Oct-14,First Class,Envelopes,Michelle Arnett,Home Office,36.4,5,17.472
9210,CA-2017-142776,RS-19870,OFF-EN-10003160,Pastel Pink Envelopes,11-Dec-17,14-Dec-17,Second Class,Envelopes,Roy Skaria,Home Office,7.28,1,3.4944
9218,US-2017-118157,AW-10930,OFF-EN-10004459,Security-Tint Envelopes,14-Nov-17,17-Nov-17,First Class,Envelopes,Arthur Wiediger,Home Office,15.28,2,7.4872
9390,US-2017-127292,RM-19375,OFF-EN-10001509,Poly String Tie Envelopes,19-Jan-17,23-Jan-17,Standard Class,Envelopes,Raymond Messe,Consumer,2.04,1,0.9588
9401,CA-2015-167696,BD-11500,OFF-EN-10001539,Staple envelope,16-Sep-15,21-Sep-15,Standard Class,Envelopes,Bradley Drucker,Consumer,31.12,4,14.6264
9677,US-2014-120175,MC-17635,OFF-EN-10003862,Laser & Ink Jet Business Envelopes,28-Nov-14,03-Dec-14,Standard Class,Envelopes,Matthew Clasen,Corporate,64.02,6,29.4492
9967,CA-2016-146374,HE-14800,OFF-EN-10004483,"#10 White Business Envelopes,4 1/8 x 9 1/2",05-Dec-16,10-Dec-16,Second Class,Envelopes,Harold Engle,Corporate,109.69,7,51.5543
210,CA-2017-135860,JH-15985,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",01-Dec-17,07-Dec-17,Standard Class,Fasteners,Joseph Holt,Consumer,52.29,9,16.2099
268,CA-2016-111010,PG-18895,OFF-FA-10003472,Bagged Rubber Bands,22-Jan-16,28-Jan-16,Standard Class,Fasteners,Paul Gonzalez,Consumer,7.56,6,0.3024
340,CA-2015-128167,KL-16645,OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",22-Jun-15,26-Jun-15,Second Class,Fasteners,Ken Lonsdale,Consumer,4.96,4,2.3312
526,CA-2015-158792,BD-11605,OFF-FA-10002815,Staples,26-Dec-15,02-Jan-16,Standard Class,Fasteners,Brian Dahlen,Consumer,22.2,5,10.434
564,CA-2015-130736,JF-15490,OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",07-Dec-15,09-Dec-15,First Class,Fasteners,Jeremy Farry,Consumer,3.96,2,0
665,CA-2016-143308,RC-19825,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",04-Nov-16,04-Nov-16,Same Day,Fasteners,Roy Collins,Consumer,10.74,3,5.2626
827,CA-2017-126956,GT-14710,OFF-FA-10002280,Advantus Plastic Paper Clips,21-Aug-17,28-Aug-17,Standard Class,Fasteners,Greg Tran,Consumer,35,7,16.8
860,CA-2017-161984,SJ-20125,OFF-FA-10000624,OIC Binder Clips,10-Apr-17,15-Apr-17,Standard Class,Fasteners,Sanjit Jacobs,Home Office,7.16,2,3.58
1148,CA-2015-112452,NC-18340,OFF-FA-10000735,Staples,04-Apr-15,04-Apr-15,Same Day,Fasteners,Nat Carroll,Consumer,5.84,2,2.628
1241,CA-2014-127012,GM-14680,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",11-Aug-14,15-Aug-14,Standard Class,Fasteners,Greg Matthias,Consumer,22.96,2,10.7912
1385,US-2016-108504,PP-18955,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,05-Feb-16,05-Feb-16,Same Day,Fasteners,Paul Prost,Home Office,9.45,5,0.189
1529,CA-2015-148432,MC-18130,OFF-FA-10004968,Rubber Band Ball,07-Nov-15,10-Nov-15,Second Class,Fasteners,Mike Caudle,Corporate,26.18,7,0.5236
1655,US-2017-132444,CD-12280,OFF-FA-10000611,Binder Clips by OIC,18-Nov-17,21-Nov-17,First Class,Fasteners,Christina DeMoss,Consumer,2.96,2,1.4208
2376,CA-2017-119669,TP-21130,OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,24-Jan-17,30-Jan-17,Standard Class,Fasteners,Theone Pippenger,Consumer,5.67,3,0.1134
2533,CA-2014-111500,DJ-13510,OFF-FA-10002676,Colored Push Pins,17-Aug-14,21-Aug-14,Standard Class,Fasteners,Don Jones,Corporate,12.67,7,4.5612
2807,CA-2015-148635,MH-18025,OFF-FA-10004395,Plymouth Boxed Rubber Bands by Plymouth,25-Jul-15,27-Jul-15,Second Class,Fasteners,Michelle Huthwaite,Consumer,9.42,2,0.471
2910,CA-2017-166415,ME-17725,OFF-FA-10004968,Rubber Band Ball,19-Feb-17,23-Feb-17,Standard Class,Fasteners,Max Engle,Consumer,11.22,3,0.2244
2924,CA-2014-156993,RW-19630,OFF-FA-10003495,Staples,28-Jun-14,04-Jul-14,Standard Class,Fasteners,Rob Williams,Corporate,6.08,1,3.04
3020,CA-2015-123568,SC-20095,OFF-FA-10002701,Alliance Rubber Bands,08-Nov-15,14-Nov-15,Standard Class,Fasteners,Sanjit Chand,Consumer,5.04,3,0.2016
3196,CA-2016-169026,CM-12655,OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",08-Aug-16,13-Aug-16,Standard Class,Fasteners,Corinna Mitchell,Home Office,23.34,3,0.2334
3251,CA-2016-157868,MC-17590,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",23-Dec-16,29-Dec-16,Standard Class,Fasteners,Matt Collister,Corporate,24.85,7,11.6795
3271,CA-2014-115980,VW-21775,OFF-FA-10000304,Advantus Push Pins,15-Jul-14,19-Jul-14,Standard Class,Fasteners,Victoria Wilson,Corporate,6.54,3,2.6814
3275,CA-2017-116358,KM-16225,OFF-FA-10003495,Staples,02-Nov-17,06-Nov-17,Standard Class,Fasteners,Kalyca Meade,Corporate,18.24,3,9.12
3346,CA-2016-145982,TB-21055,OFF-FA-10000735,Staples,27-Aug-16,01-Sep-16,Second Class,Fasteners,Ted Butterfield,Consumer,11.68,4,5.256
3416,CA-2016-116540,SS-20590,OFF-FA-10002676,Colored Push Pins,02-Sep-16,02-Sep-16,Same Day,Fasteners,Sonia Sunley,Consumer,1.81,1,0.6516
3678,CA-2015-132626,BT-11680,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,09-Jul-15,14-Jul-15,Standard Class,Fasteners,Brian Thompson,Consumer,15.8,4,5.056
3717,CA-2017-144568,JO-15550,OFF-FA-10004395,Plymouth Boxed Rubber Bands by Plymouth,29-May-17,02-Jun-17,Standard Class,Fasteners,Jesus Ocampo,Home Office,23.55,5,1.1775
3745,CA-2014-113047,AP-10915,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,24-Oct-14,24-Oct-14,Same Day,Fasteners,Arthur Prichep,Consumer,11.85,3,3.792
3790,US-2016-133508,SW-20350,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",17-Apr-16,21-Apr-16,Standard Class,Fasteners,Sean Wendt,Home Office,29.05,5,9.0055
3978,CA-2017-101308,FG-14260,OFF-FA-10002780,Staples,02-Oct-17,07-Oct-17,Standard Class,Fasteners,Frank Gastineau,Home Office,8.94,3,4.1124
4078,CA-2015-100685,SM-20950,OFF-FA-10003472,Bagged Rubber Bands,19-Dec-15,21-Dec-15,Second Class,Fasteners,Suzanne McNair,Corporate,5.04,4,0.2016
4134,CA-2014-128839,TT-21070,OFF-FA-10002280,Advantus Plastic Paper Clips,08-Sep-14,13-Sep-14,Standard Class,Fasteners,Ted Trevino,Consumer,45,9,21.6
4138,CA-2017-110926,DD-13570,OFF-FA-10000624,OIC Binder Clips,19-Nov-17,23-Nov-17,Standard Class,Fasteners,Dorothy Dickinson,Consumer,25.06,7,12.53
4227,CA-2017-120327,WB-21850,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",11-Nov-17,16-Nov-17,Standard Class,Fasteners,William Brown,Consumer,45.92,4,21.5824
4366,CA-2017-111332,NC-18340,OFF-FA-10001843,Staples,20-May-17,22-May-17,Second Class,Fasteners,Nat Carroll,Consumer,7.41,3,3.4827
4431,CA-2016-168893,AP-10915,OFF-FA-10002280,Advantus Plastic Paper Clips,03-Nov-16,08-Nov-16,Second Class,Fasteners,Arthur Prichep,Consumer,20,4,9.6
4556,CA-2015-130218,SG-20470,OFF-FA-10003112,Staples,23-Mar-15,26-Mar-15,First Class,Fasteners,Sheri Gordon,Consumer,31.56,4,14.202
4602,CA-2015-146948,MG-17890,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",16-Jul-15,20-Jul-15,Standard Class,Fasteners,Michael Granlund,Home Office,11.52,4,5.4144
4682,CA-2016-169215,RE-19450,OFF-FA-10000936,Acco Hot Clips Clips to Go,14-Jul-16,18-Jul-16,Second Class,Fasteners,Richard Eichhorn,Consumer,29.61,9,13.3245
4744,CA-2017-168123,JD-16060,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,05-Mar-17,05-Mar-17,Same Day,Fasteners,Julia Dunbar,Consumer,7.9,2,2.528
4844,US-2016-139388,CC-12475,OFF-FA-10004968,Rubber Band Ball,07-Nov-16,09-Nov-16,First Class,Fasteners,Cindy Chapman,Consumer,14.96,4,0.2992
4923,CA-2017-114055,MH-18115,OFF-FA-10003059,Assorted Color Push Pins,25-Dec-17,29-Dec-17,Second Class,Fasteners,Mick Hernandez,Home Office,3.62,2,1.1946
5118,CA-2015-127173,GM-14500,OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",26-Sep-15,03-Oct-15,Standard Class,Fasteners,Gene McClure,Consumer,34.44,3,16.1868
5136,CA-2016-151323,AB-10255,OFF-FA-10002983,Advantus SlideClip Paper Clips,23-Oct-16,28-Oct-16,Standard Class,Fasteners,Alejandro Ballentine,Home Office,17.05,5,8.184
5207,CA-2015-102015,TM-21010,OFF-FA-10000490,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",12-Sep-15,18-Sep-15,Standard Class,Fasteners,Tamara Manning,Consumer,1.24,1,0.5828
5457,CA-2017-130631,BS-11755,OFF-FA-10000089,Acco Glide Clips,29-Dec-17,02-Jan-18,Standard Class,Fasteners,Bruce Stewart,Consumer,19.6,5,9.604
5679,CA-2016-143924,SC-20680,OFF-FA-10000735,Staples,28-Jul-16,03-Aug-16,Standard Class,Fasteners,Steve Carroll,Home Office,20.44,7,9.198
6027,CA-2017-136007,AC-10615,OFF-FA-10002701,Alliance Rubber Bands,23-Feb-17,02-Mar-17,Standard Class,Fasteners,Ann Chong,Corporate,8.4,5,0.336
6131,CA-2017-162033,EM-14200,OFF-FA-10003021,Staples,26-Mar-17,02-Apr-17,Standard Class,Fasteners,Evan Minnotte,Home Office,3.76,2,1.316
6213,CA-2017-149944,MB-17305,OFF-FA-10003495,Staples,12-Nov-17,16-Nov-17,Second Class,Fasteners,Maria Bertelson,Consumer,18.24,3,9.12
6717,CA-2016-134789,CK-12325,OFF-FA-10002280,Advantus Plastic Paper Clips,08-Apr-16,15-Apr-16,Standard Class,Fasteners,Christine Kargatis,Home Office,30,6,14.4
6724,US-2017-166394,VM-21835,OFF-FA-10001843,Staples,04-Sep-17,06-Sep-17,Second Class,Fasteners,Vivian Mathis,Consumer,14.82,6,6.9654
6725,CA-2016-128811,SF-20200,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,12-Sep-16,16-Sep-16,Standard Class,Fasteners,Sarah Foster,Consumer,10.47,3,4.8162
6817,CA-2014-144414,GH-14425,OFF-FA-10000624,OIC Binder Clips,17-Jun-14,21-Jun-14,Standard Class,Fasteners,Gary Hwang,Consumer,17.9,5,8.95
6843,CA-2016-123946,AJ-10795,OFF-FA-10002975,Staples,12-Sep-16,17-Sep-16,Standard Class,Fasteners,Anthony Johnson,Corporate,11.34,3,5.2164
7480,CA-2014-167199,ME-17320,OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",06-Jan-14,10-Jan-14,Standard Class,Fasteners,Maria Etezadi,Home Office,31.12,4,0.3112
7613,US-2015-130491,BH-11710,OFF-FA-10000134,"Advantus Push Pins, Aluminum Head",08-Feb-15,11-Feb-15,First Class,Fasteners,Brosina Hoffman,Consumer,5.81,1,1.8011
7701,CA-2017-151799,BF-11170,OFF-FA-10001332,"Acco Banker's Clasps, 5 3/4""-Long",14-Dec-17,18-Dec-17,Standard Class,Fasteners,Ben Ferrer,Home Office,17.28,6,8.1216
7748,CA-2015-156153,CW-11905,OFF-FA-10003472,Bagged Rubber Bands,31-May-15,02-Jun-15,Second Class,Fasteners,Carl Weiss,Home Office,7.56,6,0.3024
8007,CA-2016-139808,MC-18100,OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",07-Oct-16,11-Oct-16,Standard Class,Fasteners,Mick Crebagga,Consumer,93.36,12,0.9336
8423,CA-2017-150091,NP-18670,OFF-FA-10000621,"OIC Colored Binder Clips, Assorted Sizes",12-Oct-17,16-Oct-17,Standard Class,Fasteners,Nora Paige,Consumer,17.9,5,8.771
8651,CA-2014-142769,RP-19390,OFF-FA-10000840,OIC Thumb-Tacks,13-Sep-14,13-Sep-14,Same Day,Fasteners,Resi Pölking,Consumer,5.7,5,2.679
8706,US-2014-132745,NF-18475,OFF-FA-10000254,Sterling Rubber Bands by Alliance,01-Oct-14,05-Oct-14,Standard Class,Fasteners,Neil Französisch,Home Office,4.71,1,0
9334,CA-2017-127726,SS-20410,OFF-FA-10000992,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",11-Sep-17,13-Sep-17,Second Class,Fasteners,Shahid Shariari,Consumer,14.2,4,6.674
9363,CA-2017-111591,PS-18970,OFF-FA-10004838,"Super Bands, 12/Pack",21-Mar-17,25-Mar-17,Standard Class,Fasteners,Paul Stevenson,Home Office,13.02,7,0.3906
9488,US-2017-125213,NB-18655,OFF-FA-10001561,Stockwell Push Pins,11-Dec-17,13-Dec-17,First Class,Fasteners,Nona Balk,Corporate,6.54,3,2.1582
9612,CA-2017-144365,CS-11950,OFF-FA-10000735,Staples,24-Oct-17,30-Oct-17,Standard Class,Fasteners,Carlos Soltero,Consumer,11.68,4,5.256
9860,CA-2017-113278,HR-14770,OFF-FA-10003472,Bagged Rubber Bands,14-Jan-17,20-Jan-17,Standard Class,Fasteners,Hallie Redmond,Home Office,2.52,2,0.1008
9887,CA-2014-146997,SG-20605,OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",23-Jan-14,27-Jan-14,Standard Class,Fasteners,Speros Goranitis,Consumer,5.94,3,0
368,CA-2016-155516,MK-17905,OFF-SU-10001225,Staple remover,21-Oct-16,21-Oct-16,Same Day,Supplies,Michael Kennedy,Corporate,7.36,2,0.1472
398,CA-2015-122259,HP-14815,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",31-Oct-15,04-Nov-15,Standard Class,Supplies,Harold Pawlan,Home Office,70.12,4,21.036
828,CA-2017-126956,GT-14710,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,21-Aug-17,28-Aug-17,Standard Class,Supplies,Greg Tran,Consumer,37.24,4,10.7996
1176,CA-2016-161207,AB-10060,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,29-Aug-16,03-Sep-16,Standard Class,Supplies,Adam Bellavance,Home Office,27.93,3,8.0997
1433,CA-2014-120768,IM-15070,OFF-SU-10004115,Acme Stainless Steel Office Snips,19-Dec-14,21-Dec-14,Second Class,Supplies,Irene Maddox,Consumer,7.27,1,1.9629
